T;DTG;Synthesis;Sublimation;Destruction;Undefined;Cumulative
30.677;0;-4.96E-13;0;-1.85E-89;-2.43E-194;-4.96E-13
31.63192;0;-6.24E-13;0;-7.06E-89;-2.80E-193;-6.24E-13
32.58683;0;-7.85E-13;0;-2.68E-88;-3.20E-192;-7.85E-13
33.54175;0;-9.86E-13;0;-1.02E-87;-3.63E-191;-9.86E-13
34.49666;0;-1.24E-12;0;-3.83E-87;-4.10E-190;-1.24E-12
35.45158;0;-1.55E-12;0;-1.44E-86;-4.59E-189;-1.55E-12
36.40649;0;-1.94E-12;0;-5.38E-86;-5.11E-188;-1.94E-12
37.36141;0;-2.43E-12;0;-2.00E-85;-5.64E-187;-2.43E-12
38.31632;0;-3.04E-12;-2.5E-323;-7.42E-85;-6.19E-186;-3.04E-12
39.27124;0;-3.79E-12;-1.301E-320;-2.74E-84;-6.75E-185;-3.79E-12
40.22615;0;-4.73E-12;-7.015263E-318;-1.00E-83;-7.31E-184;-4.73E-12
41.18107;0;-5.89E-12;-3.68196847E-315;-3.67E-83;-7.86E-183;-5.89E-12
42.13598;0;-7.33E-12;-1.880755209874E-312;-1.34E-82;-8.40E-182;-7.33E-12
43.0909;0;-9.11E-12;-9.35098625970934E-310;-4.84E-82;-8.91E-181;-9.11E-12
44.04581;0;-1.13E-11;-4.52E-307;-1.75E-81;-9.39E-180;-1.13E-11
45.00073;0;-1.40E-11;-2.13E-304;-6.27E-81;-9.83E-179;-1.40E-11
45.95564;0;-1.74E-11;-9.77E-302;-2.24E-80;-1.02E-177;-1.74E-11
46.91056;0;-2.16E-11;-4.36E-299;-7.97E-80;-1.06E-176;-2.16E-11
47.86547;0;-2.67E-11;-1.89E-296;-2.82E-79;-1.08E-175;-2.67E-11
48.82039;0;-3.30E-11;-8.00E-294;-9.96E-79;-1.10E-174;-3.30E-11
49.7753;0;-4.07E-11;-3.29E-291;-3.50E-78;-1.12E-173;-4.07E-11
50.73022;0;-5.02E-11;-1.32E-288;-1.22E-77;-1.12E-172;-5.02E-11
51.68513;0;-6.18E-11;-5.13E-286;-4.25E-77;-1.12E-171;-6.18E-11
52.64005;0;-7.61E-11;-1.95E-283;-1.47E-76;-1.11E-170;-7.61E-11
53.59496;0;-9.35E-11;-7.19E-281;-5.09E-76;-1.09E-169;-9.35E-11
54.54988;0;-1.15E-10;-2.58E-278;-1.75E-75;-1.07E-168;-1.15E-10
55.50479;0;-1.41E-10;-9.03E-276;-5.97E-75;-1.04E-167;-1.41E-10
56.45971;0;-1.73E-10;-3.07E-273;-2.03E-74;-1.00E-166;-1.73E-10
57.41462;0;-2.12E-10;-1.02E-270;-6.88E-74;-9.62E-166;-2.12E-10
58.36954;0;-2.59E-10;-3.28E-268;-2.32E-73;-9.16E-165;-2.59E-10
59.32445;0;-3.16E-10;-1.03E-265;-7.80E-73;-8.67E-164;-3.16E-10
60.27937;0;-3.86E-10;-3.15E-263;-2.61E-72;-8.14E-163;-3.86E-10
61.23428;0;-4.71E-10;-9.35E-261;-8.68E-72;-7.60E-162;-4.71E-10
62.1892;0;-5.74E-10;-2.71E-258;-2.88E-71;-7.04E-161;-5.74E-10
63.14411;0;-6.99E-10;-7.62E-256;-9.49E-71;-6.48E-160;-6.99E-10
64.09903;0;-8.50E-10;-2.09E-253;-3.12E-70;-5.93E-159;-8.50E-10
65.05394;0;-1.03E-09;-5.57E-251;-1.02E-69;-5.38E-158;-1.03E-09
66.00886;0;-1.25E-09;-1.45E-248;-3.32E-69;-4.86E-157;-1.25E-09
66.96377;0;-1.52E-09;-3.66E-246;-1.07E-68;-4.35E-156;-1.52E-09
67.91869;0;-1.84E-09;-9.00E-244;-3.47E-68;-3.87E-155;-1.84E-09
68.8736;0;-2.22E-09;-2.15E-241;-1.11E-67;-3.42E-154;-2.22E-09
69.82852;0;-2.69E-09;-5.02E-239;-3.56E-67;-3.01E-153;-2.69E-09
70.78343;0;-3.25E-09;-1.14E-236;-1.13E-66;-2.62E-152;-3.25E-09
71.73835;0;-3.91E-09;-2.51E-234;-3.59E-66;-2.27E-151;-3.91E-09
72.69326;0;-4.72E-09;-5.40E-232;-1.13E-65;-1.95E-150;-4.72E-09
73.64818;0;-5.68E-09;-1.13E-229;-3.56E-65;-1.67E-149;-5.68E-09
74.60309;0;-6.83E-09;-2.30E-227;-1.11E-64;-1.42E-148;-6.83E-09
75.55801;0;-8.20E-09;-4.55E-225;-3.47E-64;-1.19E-147;-8.20E-09
76.51292;0;-9.84E-09;-8.77E-223;-1.07E-63;-1.00E-146;-9.84E-09
77.46784;0;-1.18E-08;-1.65E-220;-3.32E-63;-8.32E-146;-1.18E-08
78.42275;0;-1.41E-08;-3.00E-218;-1.02E-62;-6.88E-145;-1.41E-08
79.37767;0;-1.69E-08;-5.34E-216;-3.11E-62;-5.64E-144;-1.69E-08
80.33258;0;-2.02E-08;-9.24E-214;-9.48E-62;-4.60E-143;-2.02E-08
81.2875;0;-2.41E-08;-1.56E-211;-2.87E-61;-3.72E-142;-2.41E-08
82.24241;0;-2.88E-08;-2.55E-209;-8.67E-61;-2.99E-141;-2.88E-08
83.19733;0;-3.43E-08;-4.07E-207;-2.61E-60;-2.39E-140;-3.43E-08
84.15224;0;-4.08E-08;-6.31E-205;-7.79E-60;-1.90E-139;-4.08E-08
85.10716;0;-4.85E-08;-9.54E-203;-2.32E-59;-1.49E-138;-4.85E-08
86.06207;0;-5.77E-08;-1.40E-200;-6.88E-59;-1.17E-137;-5.77E-08
87.01699;0;-6.84E-08;-2.01E-198;-2.03E-58;-9.09E-137;-6.84E-08
87.9719;0;-8.11E-08;-2.80E-196;-5.96E-58;-7.02E-136;-8.11E-08
88.92682;0;-9.61E-08;-3.79E-194;-1.74E-57;-5.39E-135;-9.61E-08
89.88173;0;-1.14E-07;-5.01E-192;-5.08E-57;-4.10E-134;-1.14E-07
90.83665;0;-1.34E-07;-6.43E-190;-1.47E-56;-3.10E-133;-1.34E-07
91.79156;0;-1.59E-07;-8.04E-188;-4.25E-56;-2.33E-132;-1.59E-07
92.74648;0;-1.87E-07;-9.78E-186;-1.22E-55;-1.74E-131;-1.87E-07
93.70139;0;-2.20E-07;-1.16E-183;-3.49E-55;-1.29E-130;-2.20E-07
94.65631;0;-2.59E-07;-1.34E-181;-9.95E-55;-9.51E-130;-2.59E-07
95.61122;0;-3.05E-07;-1.50E-179;-2.82E-54;-6.96E-129;-3.05E-07
96.56614;0;-3.58E-07;-1.64E-177;-7.96E-54;-5.06E-128;-3.58E-07
97.52105;0;-4.21E-07;-1.74E-175;-2.24E-53;-3.65E-127;-4.21E-07
98.47597;0;-4.93E-07;-1.80E-173;-6.26E-53;-2.61E-126;-4.93E-07
99.43088;0;-5.78E-07;-1.81E-171;-1.74E-52;-1.86E-125;-5.78E-07
100.3858;0;-6.76E-07;-1.78E-169;-4.83E-52;-1.32E-124;-6.76E-07
101.34071;0;-7.90E-07;-1.69E-167;-1.33E-51;-9.25E-124;-7.90E-07
102.29563;0;-9.22E-07;-1.57E-165;-3.66E-51;-6.45E-123;-9.22E-07
103.25054;0;-1.08E-06;-1.42E-163;-1.00E-50;-4.47E-122;-1.08E-06
104.20546;0;-1.25E-06;-1.25E-161;-2.73E-50;-3.08E-121;-1.25E-06
105.16037;0;-1.46E-06;-1.07E-159;-7.40E-50;-2.10E-120;-1.46E-06
106.11529;0;-1.70E-06;-8.90E-158;-2.00E-49;-1.43E-119;-1.70E-06
107.0702;0;-1.97E-06;-7.22E-156;-5.37E-49;-9.64E-119;-1.97E-06
108.02512;0;-2.29E-06;-5.70E-154;-1.44E-48;-6.46E-118;-2.29E-06
108.98003;0;-2.65E-06;-4.37E-152;-3.83E-48;-4.30E-117;-2.65E-06
109.93495;0;-3.07E-06;-3.27E-150;-1.01E-47;-2.84E-116;-3.07E-06
110.88986;0;-3.56E-06;-2.38E-148;-2.68E-47;-1.86E-115;-3.56E-06
111.84478;0;-4.11E-06;-1.68E-146;-7.04E-47;-1.22E-114;-4.11E-06
112.79969;0;-4.75E-06;-1.16E-144;-1.84E-46;-7.87E-114;-4.75E-06
113.75461;0;-5.47E-06;-7.79E-143;-4.80E-46;-5.07E-113;-5.47E-06
114.70952;0;-6.31E-06;-5.09E-141;-1.24E-45;-3.24E-112;-6.31E-06
115.66444;0;-7.26E-06;-3.23E-139;-3.21E-45;-2.05E-111;-7.26E-06
116.61935;0;-8.35E-06;-2.00E-137;-8.26E-45;-1.29E-110;-8.35E-06
117.57427;0;-9.60E-06;-1.20E-135;-2.11E-44;-8.11E-110;-9.60E-06
118.52918;0;-1.10E-05;-7.05E-134;-5.38E-44;-5.04E-109;-1.10E-05
119.4841;0;-1.26E-05;-4.02E-132;-1.36E-43;-3.11E-108;-1.26E-05
120.43901;0;-1.45E-05;-2.23E-130;-3.45E-43;-1.91E-107;-1.45E-05
121.39393;0;-1.65E-05;-1.21E-128;-8.66E-43;-1.16E-106;-1.65E-05
122.34884;0;-1.89E-05;-6.34E-127;-2.17E-42;-7.05E-106;-1.89E-05
123.30376;0;-2.16E-05;-3.24E-125;-5.40E-42;-4.24E-105;-2.16E-05
124.25867;-3.66E-04;-2.46E-05;-1.62E-123;-1.34E-41;-2.53E-104;-2.46E-05
125.21359;-0.001474582;-2.81E-05;-7.83E-122;-3.31E-41;-1.50E-103;-2.81E-05
126.1685;-4.94E-04;-3.20E-05;-3.70E-120;-8.13E-41;-8.85E-103;-3.20E-05
127.12342;7.41E-04;-3.64E-05;-1.70E-118;-1.99E-40;-5.18E-102;-3.64E-05
128.07833;-3.45E-04;-4.13E-05;-7.59E-117;-4.85E-40;-3.01E-101;-4.13E-05
129.03325;-0.001210342;-4.69E-05;-3.30E-115;-1.18E-39;-1.74E-100;-4.69E-05
129.98816;-0.001204267;-5.32E-05;-1.40E-113;-2.84E-39;-9.96E-100;-5.32E-05
130.94308;-9.31E-04;-6.02E-05;-5.76E-112;-6.83E-39;-5.68E-99;-6.02E-05
131.89799;-7.85E-04;-6.81E-05;-2.31E-110;-1.63E-38;-3.21E-98;-6.81E-05
132.85291;-0.001716043;-7.70E-05;-9.02E-109;-3.89E-38;-1.80E-97;-7.70E-05
133.80782;-0.002671256;-8.70E-05;-3.43E-107;-9.23E-38;-1.01E-96;-8.70E-05
134.76274;-0.001744897;-9.81E-05;-1.27E-105;-2.18E-37;-5.58E-96;-9.81E-05
135.71765;-0.001621888;-1.11E-04;-4.56E-104;-5.13E-37;-3.07E-95;-1.11E-04
136.67257;-0.001943836;-1.24E-04;-1.60E-102;-1.20E-36;-1.68E-94;-1.24E-04
137.62748;-3.14E-04;-1.40E-04;-5.45E-101;-2.80E-36;-9.14E-94;-1.40E-04
138.5824;-6.74E-04;-1.57E-04;-1.81E-99;-6.48E-36;-4.93E-93;-1.57E-04
139.53731;-0.001466989;-1.77E-04;-5.84E-98;-1.50E-35;-2.64E-92;-1.77E-04
140.49223;-9.43E-04;-1.98E-04;-1.84E-96;-3.44E-35;-1.41E-91;-1.98E-04
141.44714;-9.95E-04;-2.22E-04;-5.62E-95;-7.88E-35;-7.44E-91;-2.22E-04
142.40206;-0.00136676;-2.48E-04;-1.67E-93;-1.80E-34;-3.91E-90;-2.48E-04
143.35697;-0.001518622;-2.77E-04;-4.85E-92;-4.07E-34;-2.04E-89;-2.77E-04
144.31189;-9.89E-04;-3.10E-04;-1.37E-90;-9.20E-34;-1.06E-88;-3.10E-04
145.2668;3.68E-04;-3.46E-04;-3.76E-89;-2.07E-33;-5.43E-88;-3.46E-04
146.22172;8.38E-04;-3.85E-04;-1.00E-87;-4.63E-33;-2.78E-87;-3.85E-04
147.17663;-0.001362204;-4.29E-04;-2.61E-86;-1.03E-32;-1.41E-86;-4.29E-04
148.13155;-0.003043319;-4.77E-04;-6.62E-85;-2.29E-32;-7.11E-86;-4.77E-04
149.08646;-0.001989395;-5.30E-04;-1.63E-83;-5.06E-32;-3.56E-85;-5.30E-04
150.04138;-0.001173895;-5.88E-04;-3.91E-82;-1.11E-31;-1.77E-84;-5.88E-04
150.99629;-0.001360685;-6.52E-04;-9.13E-81;-2.44E-31;-8.76E-84;-6.52E-04
151.95121;-2.72E-04;-7.23E-04;-2.07E-79;-5.31E-31;-4.30E-83;-7.23E-04
152.90612;-1.58E-04;-8.00E-04;-4.59E-78;-1.15E-30;-2.10E-82;-8.00E-04
153.86104;-0.002258191;-8.84E-04;-9.87E-77;-2.49E-30;-1.02E-81;-8.84E-04
154.81595;-0.00198332;-9.76E-04;-2.07E-75;-5.35E-30;-4.88E-81;-9.76E-04
155.77087;-0.002284008;-0.001076968;-4.21E-74;-1.15E-29;-2.33E-80;-0.001076968
156.72578;-0.002362976;-0.001186958;-8.36E-73;-2.44E-29;-1.11E-79;-0.001186958
157.6807;-0.001176932;-0.001306857;-1.62E-71;-5.18E-29;-5.22E-79;-0.001306857
158.63561;-0.002847416;-0.001437409;-3.04E-70;-1.09E-28;-2.44E-78;-0.001437409
159.59053;-0.003981827;-0.001579404;-5.56E-69;-2.30E-28;-1.14E-77;-0.001579404
160.54544;-0.003325782;-0.001733667;-9.89E-68;-4.82E-28;-5.25E-77;-0.001733667
161.50036;-0.002672775;-0.001901071;-1.71E-66;-1.00E-27;-2.41E-76;-0.001901071
162.45527;-0.002724408;-0.002082528;-2.89E-65;-2.08E-27;-1.10E-75;-0.002082528
163.41019;-0.002249079;-0.002278996;-4.75E-64;-4.31E-27;-4.96E-75;-0.002278996
164.3651;-0.003667472;-0.002491472;-7.59E-63;-8.86E-27;-2.23E-74;-0.002491472
165.32002;-0.004610537;-0.002721002;-1.18E-61;-1.81E-26;-9.97E-74;-0.002721002
166.27493;-0.003082803;-0.002968665;-1.79E-60;-3.70E-26;-4.42E-73;-0.002968665
167.22985;-0.004123059;-0.003235594;-2.63E-59;-7.50E-26;-1.95E-72;-0.003235594
168.18476;-0.004405523;-0.00352295;-3.78E-58;-1.52E-25;-8.52E-72;-0.00352295
169.13968;-0.002246042;-0.003831946;-5.27E-57;-3.05E-25;-3.70E-71;-0.003831946
170.09459;-0.002880826;-0.004163819;-7.16E-56;-6.11E-25;-1.60E-70;-0.004163819
171.04951;-0.004309849;-0.004519856;-9.46E-55;-1.22E-24;-6.85E-70;-0.004519856
172.00442;-0.004997785;-0.004901366;-1.22E-53;-2.42E-24;-2.92E-69;-0.004901366
172.95934;-0.006100305;-0.0053097;-1.53E-52;-4.77E-24;-1.23E-68;-0.0053097
173.91425;-0.00497045;-0.005746223;-1.86E-51;-9.39E-24;-5.19E-68;-0.005746223
174.86917;-0.00536681;-0.006212342;-2.21E-50;-1.84E-23;-2.17E-67;-0.006212342
175.82408;-0.007183082;-0.006709464;-2.55E-49;-3.58E-23;-8.97E-67;-0.006709464
176.779;-0.007485288;-0.007239036;-2.86E-48;-6.96E-23;-3.69E-66;-0.007239036
177.73391;-0.009128437;-0.00780249;-3.13E-47;-1.34E-22;-1.51E-65;-0.00780249
178.68883;-0.010719953;-0.008401293;-3.34E-46;-2.59E-22;-6.14E-65;-0.008401293
179.64374;-0.011104165;-0.009036883;-3.46E-45;-4.95E-22;-2.48E-64;-0.009036883
180.59866;-0.009713107;-0.009710723;-3.49E-44;-9.44E-22;-9.92E-64;-0.009710723
181.55357;-0.010522532;-0.010424233;-3.42E-43;-1.79E-21;-3.95E-63;-0.010424233
182.50849;-0.012394993;-0.011178847;-3.27E-42;-3.39E-21;-1.56E-62;-0.011178847
183.4634;-0.012518002;-0.01197594;-3.04E-41;-6.37E-21;-6.13E-62;-0.01197594
184.41832;-0.01397436;-0.012816886;-2.75E-40;-1.19E-20;-2.39E-61;-0.012816886
185.37323;-0.014212784;-0.013702983;-2.43E-39;-2.23E-20;-9.27E-61;-0.013702983
186.32815;-0.014247712;-0.014635516;-2.08E-38;-4.13E-20;-3.57E-60;-0.014635516
187.28306;-0.015801263;-0.015615672;-1.74E-37;-7.64E-20;-1.36E-59;-0.015615672
188.23798;-0.018018451;-0.016644609;-1.41E-36;-1.40E-19;-5.17E-59;-0.016644609
189.19289;-0.019201458;-0.017723367;-1.11E-35;-2.57E-19;-1.95E-58;-0.017723367
190.14781;-0.019834723;-0.018852944;-8.58E-35;-4.69E-19;-7.31E-58;-0.018852944
191.10272;-0.01940799;-0.020034192;-6.42E-34;-8.52E-19;-2.72E-57;-0.020034192
192.05764;-0.019942545;-0.021267908;-4.68E-33;-1.54E-18;-1.00E-56;-0.021267908
193.01255;-0.022171882;-0.022554721;-3.32E-32;-2.77E-18;-3.69E-56;-0.022554721
193.96747;-0.021807413;-0.023895186;-2.29E-31;-4.96E-18;-1.34E-55;-0.023895186
194.92238;-0.021420164;-0.025289667;-1.54E-30;-8.85E-18;-4.87E-55;-0.025289667
195.8773;-0.024231134;-0.02673844;-1.01E-29;-1.57E-17;-1.75E-54;-0.02673844
196.83221;-0.026723193;-0.028241566;-6.42E-29;-2.78E-17;-6.25E-54;-0.028241566
197.78713;-0.028745997;-0.029799004;-3.98E-28;-4.89E-17;-2.22E-53;-0.029799004
198.74204;-0.029760437;-0.031410474;-2.40E-27;-8.56E-17;-7.82E-53;-0.031410474
199.69696;-0.032100633;-0.03307558;-1.41E-26;-1.49E-16;-2.74E-52;-0.03307558
200.65187;-0.033733152;-0.034793668;-8.04E-26;-2.59E-16;-9.52E-52;-0.034793668
201.60679;-0.035449195;-0.036563959;-4.47E-25;-4.48E-16;-3.29E-51;-0.036563959
202.5617;-0.037845581;-0.038385392;-2.42E-24;-7.71E-16;-1.13E-50;-0.038385392
203.51662;-0.039115149;-0.040256775;-1.28E-23;-1.32E-15;-3.84E-50;-0.040256775
204.47153;-0.044037003;-0.042176619;-6.54E-23;-2.25E-15;-1.30E-49;-0.042176619
205.42645;-0.045182044;-0.044143298;-3.26E-22;-3.83E-15;-4.37E-49;-0.044143298
206.38136;-0.045862387;-0.046154875;-1.58E-21;-6.47E-15;-1.46E-48;-0.046154875
207.33628;-0.045806198;-0.048209275;-7.49E-21;-1.09E-14;-4.84E-48;-0.048209275
208.29119;-0.047504017;-0.050304105;-3.45E-20;-1.82E-14;-1.59E-47;-0.050304105
209.24611;-0.053546614;-0.052436832;-1.54E-19;-3.04E-14;-5.21E-47;-0.052436832
210.20102;-0.05826801;-0.054604608;-6.72E-19;-5.05E-14;-1.69E-46;-0.054604608
211.15594;-0.058848124;-0.056804446;-2.85E-18;-8.35E-14;-5.47E-46;-0.056804446
212.11085;-0.05803718;-0.059033046;-1.18E-17;-1.37E-13;-1.75E-45;-0.059033046
213.06577;-0.060983307;-0.061286982;-4.73E-17;-2.25E-13;-5.58E-45;-0.061286982
214.02068;-0.061809437;-0.063562521;-1.85E-16;-3.67E-13;-1.77E-44;-0.063562521
214.9756;-0.064549031;-0.065855821;-7.05E-16;-5.97E-13;-5.55E-44;-0.065855821
215.93051;-0.069858134;-0.068162744;-2.61E-15;-9.65E-13;-1.73E-43;-0.068162744
216.88543;-0.07025905;-0.070479064;-9.41E-15;-1.55E-12;-5.36E-43;-0.070479064
217.84034;-0.071972056;-0.072800279;-3.30E-14;-2.49E-12;-1.65E-42;-0.072800279
218.79526;-0.075007782;-0.075121822;-1.13E-13;-3.97E-12;-5.05E-42;-0.075121822
219.75017;-0.077234082;-0.077438878;-3.75E-13;-6.30E-12;-1.53E-41;-0.077438878
220.70509;-0.082511293;-0.079746592;-1.21E-12;-9.97E-12;-4.63E-41;-0.079746592
221.66;-0.085688251;-0.082039893;-3.83E-12;-1.57E-11;-1.39E-40;-0.082039893
222.61492;-0.085697362;-0.084313705;-1.17E-11;-2.46E-11;-4.12E-40;-0.084313705
223.56983;-0.086039052;-0.08656277;-3.50E-11;-3.84E-11;-1.22E-39;-0.08656277
224.52475;-0.089607814;-0.088781861;-1.02E-10;-5.96E-11;-3.58E-39;-0.088781861
225.47966;-0.096084737;-0.09096561;-2.87E-10;-9.21E-11;-1.04E-38;-0.09096561
226.43458;-0.09145294;-0.093108717;-7.90E-10;-1.42E-10;-3.02E-38;-0.093108718
227.38949;-0.086517418;-0.095205788;-2.12E-09;-2.17E-10;-8.70E-38;-0.09520579
228.34441;-0.092778697;-0.097251535;-5.51E-09;-3.32E-10;-2.49E-37;-0.097251541
229.29932;-0.098494791;-0.099240626;-1.40E-08;-5.04E-10;-7.06E-37;-0.09924064
230.25424;-0.093560787;-0.101167873;-3.45E-08;-7.62E-10;-1.99E-36;-0.101167908
231.20915;-0.094323136;-0.103028094;-8.29E-08;-1.15E-09;-5.57E-36;-0.103028178
232.16407;-0.103194926;-0.104816294;-1.94E-07;-1.72E-09;-1.55E-35;-0.104816489
233.11898;-0.103876787;-0.106527532;-4.41E-07;-2.56E-09;-4.28E-35;-0.106527975
234.0739;-0.102800084;-0.108157093;-9.78E-07;-3.81E-09;-1.18E-34;-0.108158075
235.02881;-0.107526036;-0.109700369;-2.11E-06;-5.63E-09;-3.20E-34;-0.109702483
235.98373;-0.110507091;-0.111153013;-4.42E-06;-8.29E-09;-8.67E-34;-0.111157446
236.93864;-0.108912538;-0.112510834;-9.04E-06;-1.22E-08;-2.33E-33;-0.112519883
237.89356;-0.1122611;-0.113769933;-1.80E-05;-1.77E-08;-6.23E-33;-0.113787918
238.84847;-0.11696731;-0.114926617;-3.48E-05;-2.58E-08;-1.65E-32;-0.114961406
239.80339;-0.117234587;-0.115977513;-6.55E-05;-3.73E-08;-4.36E-32;-0.116043019
240.7583;-0.116496537;-0.116919495;-1.20E-04;-5.37E-08;-1.14E-31;-0.117039549
241.71322;-0.118490488;-0.117749782;-2.14E-04;-7.69E-08;-2.96E-31;-0.11796394
242.66813;-0.119550486;-0.118465875;-3.72E-04;-1.10E-07;-7.65E-31;-0.118837707
243.62305;-0.122522429;-0.119065641;-6.28E-04;-1.56E-07;-1.96E-30;-0.119694007
244.57796;-0.12639036;-0.119547261;-0.001033316;-2.21E-07;-5.00E-30;-0.120580797
245.53288;-0.126592336;-0.119909289;-0.001654277;-3.11E-07;-1.27E-29;-0.121563876
246.48779;-0.131225652;-0.120150621;-0.002577662;-4.35E-07;-3.18E-29;-0.122728719
247.44271;-0.132935621;-0.12027053;-0.003909222;-6.08E-07;-7.94E-29;-0.12418036
248.39762;-0.138135383;-0.12026865;-0.005770288;-8.44E-07;-1.97E-28;-0.126039783
249.35254;-0.140130852;-0.120144986;-0.008289932;-1.17E-06;-4.85E-28;-0.128436087
250.30745;-0.139411025;-0.119899917;-0.011591711;-1.61E-06;-1.19E-27;-0.131493236
251.26237;-0.146402761;-0.11953418;-0.015775756;-2.20E-06;-2.88E-27;-0.135312141
252.21728;-0.150247912;-0.119048891;-0.020896624;-3.01E-06;-6.95E-27;-0.139948524
253.1722;-0.154612432;-0.118445506;-0.026940641;-4.09E-06;-1.67E-26;-0.145390236
254.12711;-0.157780278;-0.117725855;-0.033805181;-5.53E-06;-3.97E-26;-0.151536568
255.08203;-0.160175145;-0.116892083;-0.041286134;-7.45E-06;-9.38E-26;-0.158185666
256.03694;-0.163323248;-0.115946697;-0.049075977;-9.99E-06;-2.20E-25;-0.165032661
256.99186;-0.166062843;-0.114892488;-0.056777865;-1.33E-05;-5.14E-25;-0.171683683
257.94677;-0.168963411;-0.113732592;-0.063934194;-1.77E-05;-1.19E-24;-0.177684499
258.90169;-0.173807815;-0.112470389;-0.070070053;-2.34E-05;-2.74E-24;-0.182563876
259.8566;-0.177487437;-0.111109583;-0.074743939;-3.09E-05;-6.27E-24;-0.185884385
260.81152;-0.173962715;-0.109654078;-0.077600476;-4.05E-05;-1.42E-23;-0.187295021
261.76643;-0.176526149;-0.108108074;-0.07841467;-5.28E-05;-3.21E-23;-0.186575567
262.72135;-0.180618835;-0.106475922;-0.077121395;-6.86E-05;-7.20E-23;-0.183665962
263.67626;-0.178085774;-0.104762237;-0.073823938;-8.88E-05;-1.60E-22;-0.178674986
264.63118;-0.179271817;-0.102971741;-0.068780276;-1.14E-04;-3.54E-22;-0.171866406
265.58609;-0.174650651;-0.101109376;-0.062369985;-1.47E-04;-7.77E-22;-0.163626041
266.54101;-0.171971801;-0.099180142;-0.055046727;-1.87E-04;-1.69E-21;-0.154414117
267.49592;-0.170734124;-0.097189226;-0.047286005;-2.38E-04;-3.67E-21;-0.144713204
268.45084;-0.161484197;-0.095141814;-0.039534626;-3.01E-04;-7.90E-21;-0.134977536
269.40575;-0.14436477;-0.093043243;-0.032171266;-3.79E-04;-1.69E-20;-0.125593776
270.36067;-0.116662067;-0.090898801;-0.02548017;-4.76E-04;-3.58E-20;-0.11685458
271.31558;-0.083595589;-0.088713883;-0.019641843;-5.94E-04;-7.55E-20;-0.108949495
