T;DTG;Synthesis;Sublimation;Destruction;Undefined;Cumulative
272.2705;-0.065716852;-0.086493787;-0.01473688;-7.38E-04;-1.58E-19;-0.101968657
273.22541;-0.060368265;-0.08424388;-0.010761551;-9.13E-04;-3.29E-19;-0.095918591
274.18033;-0.056412254;-0.081969388;-0.007648695;-0.001124885;-6.79E-19;-0.090742968
275.13524;-0.056412254;-0.079675567;-0.005291101;-0.001379535;-1.39E-18;-0.086346203
276.09016;-0.058641591;-0.07736749;-0.003562441;-0.001684312;-2.84E-18;-0.082614242
277.04507;-0.060388007;-0.075050224;-0.00233451;-0.002047272;-5.75E-18;-0.079432006
277.99999;-0.063033447;-0.072728619;-0.001488972;-0.002477385;-1.16E-17;-0.076694977
278.9549;-0.064647742;-0.070407488;-9.24E-04;-0.002984523;-2.31E-17;-0.074316334
279.90982;-0.063692529;-0.068091391;-5.58E-04;-0.003579491;-4.58E-17;-0.072229358
280.86473;-0.064896796;-0.065784826;-3.28E-04;-0.004273965;-9.02E-17;-0.070387212
281.81965;-0.066886191;-0.063492014;-1.88E-04;-0.005080491;-1.77E-16;-0.06876048
282.77456;-0.07025905;-0.061217085;-1.05E-04;-0.006012343;-3.43E-16;-0.067334145
283.72948;-0.070383577;-0.058963876;-5.68E-05;-0.007083482;-6.63E-16;-0.066104135
284.68439;-0.068707019;-0.056736113;-3.00E-05;-0.008308321;-1.27E-15;-0.065074397
285.63931;-0.071511914;-0.054537217;-1.54E-05;-0.009701628;-2.42E-15;-0.064254234
286.59422;-0.074779988;-0.052370479;-7.69E-06;-0.011278191;-4.58E-15;-0.063656364
287.54914;-0.075867322;-0.050238879;-3.74E-06;-0.013052663;-8.60E-15;-0.063295286
288.50405;-0.075953883;-0.04814526;-1.77E-06;-0.015039116;-1.61E-14;-0.06318615
289.45897;-0.074886292;-0.046092148;-8.17E-07;-0.017250843;-2.98E-14;-0.063343808
290.41388;-0.077118666;-0.044081926;-3.67E-07;-0.019699803;-5.48E-14;-0.063782096
291.3688;-0.079972157;-0.042116665;-1.60E-07;-0.0223964;-1.00E-13;-0.064513225
292.32371;-0.081613788;-0.040198293;-6.80E-08;-0.025348843;-1.82E-13;-0.065547204
293.27863;-0.08762905;-0.03832843;-2.81E-08;-0.028562933;-3.29E-13;-0.066891392
294.23354;-0.08481808;-0.036508558;-1.13E-08;-0.032041372;-5.89E-13;-0.068549942
295.18846;-0.082060263;-0.034739864;-4.44E-09;-0.035783604;-1.05E-12;-0.070523473
296.14337;-0.089375465;-0.0330234;-1.69E-09;-0.039785127;-1.85E-12;-0.072808529
297.09829;-0.091929787;-0.031359941;-6.28E-10;-0.044037439;-3.26E-12;-0.07539738
298.0532;-0.088749793;-0.029750133;-2.27E-10;-0.048527407;-5.68E-12;-0.078277541
299.00812;-0.091747553;-0.028194368;-7.98E-11;-0.053237386;-9.85E-12;-0.081431754
299.96303;-0.094438551;-0.026692919;-2.73E-11;-0.058144698;-1.69E-11;-0.084837618
300.91795;-0.094490184;-0.025245823;-9.10E-12;-0.063221978;-2.90E-11;-0.088467802
301.87286;-0.104014982;-0.023853014;-2.95E-12;-0.068436824;-4.92E-11;-0.092289838
302.82778;-0.101888911;-0.022514211;-9.31E-13;-0.073752396;-8.29E-11;-0.096266607
303.78269;-0.096403648;-0.021229046;-2.86E-13;-0.079127285;-1.39E-10;-0.100356331
304.73761;-0.10061175;-0.019996959;-8.54E-14;-0.084516378;-2.31E-10;-0.104513337
305.69252;-0.104971714;-0.018817318;-2.49E-14;-0.089870959;-3.82E-10;-0.108688277
306.64744;-0.107239017;-0.017689323;-7.04E-15;-0.095139818;-6.27E-10;-0.112829141
307.60235;-0.10512965;-0.016612117;-1.94E-15;-0.100269576;-1.02E-09;-0.116881694
308.55727;-0.108435691;-0.015584701;-5.20E-16;-0.105205985;-1.66E-09;-0.120790687
309.51218;-0.112724279;-0.014606033;-1.36E-16;-0.109894429;-2.66E-09;-0.124500465
310.4671;-0.114151784;-0.013674951;-3.45E-17;-0.114281325;-4.26E-09;-0.127956281
311.42201;-0.116010578;-0.012790267;-8.54E-18;-0.118314744;-6.75E-09;-0.131105017
312.37693;-0.111769066;-0.011950694;-2.05E-18;-0.121945783;-1.06E-08;-0.133896487
313.33184;-0.118320402;-0.011154933;-4.81E-19;-0.125129224;-1.67E-08;-0.136284173
314.28676;-0.125392625;-0.010401608;-1.10E-19;-0.127824763;-2.59E-08;-0.138226396
315.24167;-0.121336385;-0.009689343;-2.44E-20;-0.129997597;-4.00E-08;-0.13968698
316.19659;-0.123541425;-0.009016705;-5.26E-21;-0.131619397;-6.14E-08;-0.140636163
317.1515;-0.124191395;-0.008382272;-1.11E-21;-0.132668737;-9.36E-08;-0.141051102
318.10642;-0.126897579;-0.007784582;-2.26E-22;-0.133131704;-1.42E-07;-0.140916428
319.06133;-0.131684276;-0.007222194;-4.51E-23;-0.133002118;-2.13E-07;-0.140224525
320.01625;-0.131925737;-0.006693646;-8.74E-24;-0.132281704;-3.18E-07;-0.138975667
320.97116;-0.133275792;-0.006197501;-1.65E-24;-0.130980068;-4.72E-07;-0.137178041
321.92608;-0.13711335;-0.005732317;-3.03E-25;-0.129114424;-6.95E-07;-0.134847435
322.88099;-0.140382943;-0.005296685;-5.41E-26;-0.12670932;-1.02E-06;-0.132007021
323.83591;-0.141199962;-0.004889199;-9.41E-27;-0.12379595;-1.48E-06;-0.128686625
324.79082;-0.142395118;-0.004508495;-1.59E-27;-0.120411676;-2.13E-06;-0.124922304
325.74574;-0.14489477;-0.004153223;-2.63E-28;-0.116598994;-3.06E-06;-0.120755274
326.70065;-0.144996517;-0.003822075;-4.21E-29;-0.112404923;-4.35E-06;-0.116231353
327.65557;-0.143884886;-0.003513765;-6.58E-30;-0.107879733;-6.16E-06;-0.111399659
328.61048;-0.145019297;-0.003227058;-9.99E-31;-0.103076286;-8.66E-06;-0.106311999
329.5654;-0.142768699;-0.00296074;-1.48E-31;-0.098048649;-1.21E-05;-0.10102147
330.52031;-0.138606156;-0.002713653;-2.13E-32;-0.092851491;-1.67E-05;-0.095581889
331.47523;-0.13326668;-0.002484666;-2.98E-33;-0.087538694;-2.31E-05;-0.090046415
332.43014;-0.123933229;-0.002272699;-4.06E-34;-0.082162887;-3.15E-05;-0.084467116
333.38506;-0.10611068;-0.002076709;-5.39E-35;-0.076774182;-4.28E-05;-0.07889372
334.33997;-0.075882508;-0.0018957;-6.96E-36;-0.071419894;-5.78E-05;-0.073373378
335.29489;-0.033629886;-0.001728714;-8.75E-37;-0.066143479;-7.74E-05;-0.067949631
336.2498;-0.008396461;-0.001574843;-1.07E-37;-0.06098449;-1.03E-04;-0.062662409
337.20472;-0.008511877;-0.001433214;-1.28E-38;-0.055977765;-1.36E-04;-0.057547256
338.15963;-0.009659955;-0.001303002;-1.48E-39;-0.05115361;-1.79E-04;-0.05263557
339.11455;-0.009678178;-0.001183419;-1.67E-40;-0.046537256;-2.33E-04;-0.0479541
340.06946;-0.009497462;-0.001073724;-1.83E-41;-0.042149252;-3.02E-04;-0.043525391
341.02438;-0.009784482;-9.73E-04;-1.96E-42;-0.03800517;-3.89E-04;-0.039367537
341.97929;-0.010056315;-8.81E-04;-2.03E-43;-0.034116161;-4.97E-04;-0.035494776
342.93421;-0.010716916;-7.97E-04;-2.06E-44;-0.030488867;-6.31E-04;-0.031917445
343.88912;-0.012748832;-7.20E-04;-2.03E-45;-0.027126085;-7.96E-04;-0.028642658
344.84404;-0.014414761;-6.50E-04;-1.95E-46;-0.024026836;-9.97E-04;-0.025674395
345.79895;-0.014751895;-5.86E-04;-1.82E-47;-0.021187064;-0.001240735;-0.023014175
346.75387;-0.016155102;-5.28E-04;-1.65E-48;-0.018599813;-0.001533137;-0.020661212
347.70878;-0.016413267;-4.75E-04;-1.46E-49;-0.016255905;-0.001881677;-0.018613009
348.6637;-0.015871119;-4.27E-04;-1.26E-50;-0.014144163;-0.002293897;-0.016865502
349.61861;-0.017052607;-3.84E-04;-1.05E-51;-0.012252034;-0.00277757;-0.015413516
350.57353;-0.018381402;-3.44E-04;-8.58E-53;-0.010565806;-0.00334057;-0.014250841
351.52844;-0.016246219;-3.09E-04;-6.80E-54;-0.009071141;-0.003990605;-0.013370505
352.48336;-0.017376074;-2.76E-04;-5.25E-55;-0.007753266;-0.004735012;-0.012764752
353.43827;-0.021048102;-2.47E-04;-3.95E-56;-0.006597393;-0.005580411;-0.012425117
354.39319;-0.020073147;-2.21E-04;-2.89E-57;-0.005588863;-0.00653244;-0.012342307
355.3481;-0.019236386;-1.97E-04;-2.06E-58;-0.004713456;-0.007595343;-0.012506094
356.30302;-0.020721598;-1.76E-04;-1.43E-59;-0.003957482;-0.008771694;-0.012905126
357.25793;-0.021499133;-1.57E-04;-9.62E-61;-0.003307983;-0.010061956;-0.013526695
358.21285;-0.02130323;-1.40E-04;-6.31E-62;-0.002752777;-0.011464243;-0.014356534
359.16776;-0.020721598;-1.24E-04;-4.03E-63;-0.002280572;-0.012973919;-0.015378534
360.12268;-0.02237234;-1.10E-04;-2.51E-64;-0.001880961;-0.014583475;-0.016574612
361.07759;-0.023414115;-9.78E-05;-1.52E-65;-0.001544476;-0.016282226;-0.017924461
362.03251;-0.023757324;-8.67E-05;-8.95E-67;-0.001262541;-0.018056371;-0.019405567
362.98742;-0.022311596;-7.67E-05;-5.13E-68;-0.001027484;-0.019888872;-0.020993089
363.94234;-0.022691251;-6.79E-05;-2.86E-69;-8.32E-04;-0.02175974;-0.022660088
364.89725;-0.025995773;-6.00E-05;-1.56E-70;-6.71E-04;-0.023646142;-0.024377597
365.85217;-0.025848466;-5.30E-05;-8.22E-72;-5.39E-04;-0.025522941;-0.026115094
366.80708;-0.025622192;-4.67E-05;-4.23E-73;-4.31E-04;-0.027363033;-0.027840793
367.762;-0.026704969;-4.11E-05;-2.12E-74;-3.43E-04;-0.029138118;-0.029522337
368.71691;-0.026859869;-3.62E-05;-1.03E-75;-2.72E-04;-0.030819242;-0.031127289
369.67183;-0.028288892;-3.18E-05;-4.90E-77;-2.14E-04;-0.032377707;-0.032623975
370.62674;-0.029271441;-2.80E-05;-2.26E-78;-1.68E-04;-0.033785742;-0.033982103
371.58166;-0.030879661;-2.45E-05;-1.02E-79;-1.32E-04;-0.035017445;-0.035173639
372.53657;-0.033098368;-2.15E-05;-4.45E-81;-1.02E-04;-0.036049458;-0.036173442
373.49149;-0.03232539;-1.88E-05;-1.89E-82;-7.94E-05;-0.036861805;-0.036960047
374.4464;-0.028834077;-1.65E-05;-7.85E-84;-6.13E-05;-0.037438446;-0.037516181
375.40132;-0.031215277;-1.44E-05;-3.17E-85;-4.70E-05;-0.037767874;-0.03782932
376.35623;-0.036064237;-1.26E-05;-1.24E-86;-3.60E-05;-0.037843446;-0.037891989
377.31115;-0.033253268;-1.10E-05;-4.75E-88;-2.74E-05;-0.037663637;-0.037701983
378.26606;-0.033869828;-9.56E-06;-1.77E-89;-2.07E-05;-0.037232081;-0.037262384
379.22098;-0.035724066;-8.32E-06;-6.39E-91;-1.57E-05;-0.036557438;-0.036581408
380.17589;-0.033168225;-7.23E-06;-2.25E-92;-1.18E-05;-0.035653136;-0.035672124
381.13081;-0.035247218;-6.28E-06;-7.72E-94;-8.79E-06;-0.034536875;-0.034551947
382.08572;-0.038238904;-5.45E-06;-2.58E-95;-6.54E-06;-0.033230123;-0.033242118
383.04064;-0.037453776;-4.73E-06;-8.37E-97;-4.85E-06;-0.03175734;-0.031766914
383.99555;-0.039538844;-4.09E-06;-2.64E-98;-3.58E-06;-0.030145323;-0.030152993
384.95047;-0.040323972;-3.54E-06;-8.14E-100;-2.63E-06;-0.028422284;-0.028428452
385.90538;-0.039145521;-3.06E-06;-2.44E-101;-1.92E-06;-0.02661716;-0.026622142
386.8603;-0.039639073;-2.64E-06;-7.10E-103;-1.40E-06;-0.024758687;-0.024762727
387.81521;-0.039736265;-2.28E-06;-2.01E-104;-1.01E-06;-0.022874799;-0.022878091
388.77013;-0.036100684;-1.96E-06;-5.56E-106;-7.32E-07;-0.020991817;-0.020994512
389.72504;-0.022035206;-1.69E-06;-1.49E-107;-5.26E-07;-0.019134038;-0.019136253
390.67996;-0.007962136;-1.45E-06;-3.91E-109;-3.76E-07;-0.017323125;-0.017324954
391.63487;-0.002531543;-1.25E-06;-9.95E-111;-2.68E-07;-0.01557793;-0.015579446
392.58979;-5.21E-04;-1.07E-06;-2.47E-112;-1.90E-07;-0.013914136;-0.013915396
393.5447;-9.46E-04;-9.18E-07;-5.95E-114;-1.34E-07;-0.012344306;-0.012345358
394.49962;-0.0012559;-7.86E-07;-1.40E-115;-9.40E-08;-0.010877773;-0.010878654
395.45453;-0.001893722;-6.73E-07;-3.19E-117;-6.58E-08;-0.009520886;-0.009521625
396.40945;-0.00251332;-5.75E-07;-7.09E-119;-4.58E-08;-0.008277088;-0.008277709
397.36436;-3.05E-04;-4.91E-07;-1.53E-120;-3.17E-08;-0.007147298;-0.00714782
398.31928;0.001204267;-4.19E-07;-3.23E-122;-2.19E-08;-0.006130119;-0.00613056
399.27419;-3.14E-04;-3.57E-07;-6.62E-124;-1.50E-08;-0.00522228;-0.005222651
400.22911;-6.82E-04;-3.04E-07;-1.32E-125;-1.03E-08;-0.004418899;-0.004419213
401.18402;-0.001148078;-2.58E-07;-2.57E-127;-7.01E-09;-0.003713917;-0.003714182
402.13894;-0.002039509;-2.19E-07;-4.85E-129;-4.75E-09;-0.003100366;-0.00310059
403.09385;-0.001050886;-1.86E-07;-8.93E-131;-3.21E-09;-0.002570739;-0.002570929
404.04877;-5.47E-05;-1.58E-07;-1.60E-132;-2.15E-09;-0.002117218;-0.002117378
405.00368;-0.001375872;-1.34E-07;-2.79E-134;-1.44E-09;-0.001731959;-0.001732094
405.9586;-7.33E-04;-1.13E-07;-4.72E-136;-9.59E-10;-0.001407253;-0.001407367
406.91351;-4.80E-04;-9.56E-08;-7.80E-138;-6.36E-10;-0.001135719;-0.001135816
407.86843;-8.90E-04;-8.07E-08;-1.25E-139;-4.20E-10;-9.10E-04;-9.10E-04
408.82334;3.37E-04;-6.81E-08;-1.96E-141;-2.76E-10;-7.25E-04;-7.25E-04
409.77826;-1.05E-04;-5.73E-08;-2.98E-143;-1.80E-10;-5.73E-04;-5.73E-04
410.73317;-0.001043293;-4.83E-08;-4.42E-145;-1.18E-10;-4.50E-04;-4.50E-04
411.68809;-0.002460168;-4.06E-08;-6.37E-147;-7.62E-11;-3.51E-04;-3.51E-04
412.643;-0.001940799;-3.41E-08;-8.94E-149;-4.92E-11;-2.72E-04;-2.72E-04
413.59792;-9.51E-04;-2.86E-08;-1.22E-150;-3.16E-11;-2.10E-04;-2.10E-04
414.55283;-0.001152634;-2.40E-08;-1.62E-152;-2.02E-11;-1.60E-04;-1.60E-04
415.50775;-6.73E-04;-2.01E-08;-2.10E-154;-1.29E-11;-1.22E-04;-1.22E-04
416.46266;-5.76E-04;-1.68E-08;-2.65E-156;-8.16E-12;-9.18E-05;-9.18E-05
417.41758;-9.42E-04;-1.41E-08;-3.24E-158;-5.15E-12;-6.88E-05;-6.88E-05
418.37249;-4.19E-04;-1.17E-08;-3.87E-160;-3.24E-12;-5.12E-05;-5.12E-05
419.32741;-0.001257419;-9.79E-09;-4.49E-162;-2.03E-12;-3.78E-05;-3.78E-05
420.28232;-0.001989395;-8.16E-09;-5.08E-164;-1.26E-12;-2.78E-05;-2.78E-05
421.23724;-6.29E-04;-6.79E-09;-5.59E-166;-7.82E-13;-2.02E-05;-2.03E-05
422.19215;-0.001269568;-5.65E-09;-5.98E-168;-4.83E-13;-1.47E-05;-1.47E-05
423.14707;-0.001990914;-4.69E-09;-6.23E-170;-2.97E-13;-1.05E-05;-1.06E-05
424.10198;-0.002545211;-3.89E-09;-6.32E-172;-1.82E-13;-7.54E-06;-7.54E-06
425.0569;-0.001936243;-3.23E-09;-6.24E-174;-1.11E-13;-5.35E-06;-5.35E-06
426.01181;-1.12E-04;-2.67E-09;-5.99E-176;-6.71E-14;-3.77E-06;-3.77E-06
426.96673;-2.10E-04;-2.21E-09;-5.61E-178;-4.05E-14;-2.64E-06;-2.64E-06
427.92164;-7.33E-04;-1.83E-09;-5.10E-180;-2.43E-14;-1.84E-06;-1.84E-06
428.87656;-0.001413837;-1.51E-09;-4.52E-182;-1.46E-14;-1.27E-06;-1.27E-06
429.83147;-0.001836014;-1.25E-09;-3.90E-184;-8.68E-15;-8.71E-07;-8.72E-07
430.78639;-0.001151116;-1.03E-09;-3.27E-186;-5.14E-15;-5.93E-07;-5.94E-07
431.7413;-3.10E-04;-8.45E-10;-2.67E-188;-3.04E-15;-4.02E-07;-4.03E-07
432.69622;-4.19E-04;-6.95E-10;-2.12E-190;-1.79E-15;-2.70E-07;-2.71E-07
433.65113;-6.29E-04;-5.71E-10;-1.64E-192;-1.04E-15;-1.80E-07;-1.81E-07
434.60605;-0.001565699;-4.68E-10;-1.24E-194;-6.09E-16;-1.20E-07;-1.20E-07
435.56096;-0.002946127;-3.84E-10;-9.06E-197;-3.53E-16;-7.88E-08;-7.92E-08
436.51588;-6.89E-04;-3.15E-10;-6.47E-199;-2.04E-16;-5.16E-08;-5.19E-08
437.47079;9.57E-04;-2.57E-10;-4.49E-201;-1.17E-16;-3.35E-08;-3.38E-08
438.42571;-1.53E-04;-2.10E-10;-3.03E-203;-6.70E-17;-2.17E-08;-2.19E-08
439.38062;-0.003037244;-1.72E-10;-2.00E-205;-3.82E-17;-1.39E-08;-1.41E-08
440.33554;-0.003088877;-1.40E-10;-1.28E-207;-2.17E-17;-8.84E-09;-8.98E-09
441.29045;-5.24E-04;-1.14E-10;-7.96E-210;-1.22E-17;-5.60E-09;-5.71E-09
442.24537;-2.89E-05;-9.30E-11;-4.83E-212;-6.88E-18;-3.52E-09;-3.61E-09
443.20028;-1.56E-04;-7.56E-11;-2.85E-214;-3.85E-18;-2.19E-09;-2.27E-09
444.1552;3.95E-04;-6.14E-11;-1.64E-216;-2.14E-18;-1.36E-09;-1.42E-09
445.11011;0.001360685;-4.98E-11;-9.15E-219;-1.19E-18;-8.38E-10;-8.88E-10
446.06503;-6.80E-04;-4.04E-11;-4.98E-221;-6.57E-19;-5.13E-10;-5.53E-10
447.01994;-9.42E-04;-3.27E-11;-2.64E-223;-3.61E-19;-3.11E-10;-3.44E-10
447.97486;-5.63E-04;-2.65E-11;-1.36E-225;-1.98E-19;-1.88E-10;-2.14E-10
448.92977;-0.002198965;-2.14E-11;-6.82E-228;-1.08E-19;-1.13E-10;-1.34E-10
449.88469;-0.002473835;-1.73E-11;-3.33E-230;-5.84E-20;-6.70E-11;-8.43E-11
450.8396;-0.001047849;-1.39E-11;-1.58E-232;-3.15E-20;-3.96E-11;-5.36E-11
451.79452;-0.001047849;-1.12E-11;-7.32E-235;-1.70E-20;-2.33E-11;-3.45E-11
452.74943;-0.001047849;-9.05E-12;-3.30E-237;-9.08E-21;-1.36E-11;-2.26E-11
453.70435;-1.05E-04;-7.28E-12;-1.45E-239;-4.84E-21;-7.87E-12;-1.51E-11
454.65926;-3.66E-04;-5.85E-12;-6.16E-242;-2.57E-21;-4.53E-12;-1.04E-11
455.61418;-5.77E-04;-4.69E-12;-2.56E-244;-1.36E-21;-2.59E-12;-7.28E-12
456.56909;-0.001354611;-3.76E-12;-1.03E-246;-7.13E-22;-1.47E-12;-5.23E-12
457.52401;-0.00219289;-3.01E-12;-4.07E-249;-3.73E-22;-8.29E-13;-3.84E-12
458.47892;-0.001158709;-2.41E-12;-1.56E-251;-1.94E-22;-4.65E-13;-2.88E-12
459.43384;-4.56E-06;-1.93E-12;-5.80E-254;-1.01E-22;-2.58E-13;-2.19E-12
460.38875;-3.60E-04;-1.54E-12;-2.10E-256;-5.21E-23;-1.43E-13;-1.68E-12
461.34367;-0.00209418;-1.23E-12;-7.42E-259;-2.68E-23;-7.84E-14;-1.31E-12
462.29858;-0.002208076;-9.79E-13;-2.55E-261;-1.37E-23;-4.27E-14;-1.02E-12
463.2535;5.79E-04;-7.79E-13;-8.52E-264;-6.99E-24;-2.32E-14;-8.03E-13
464.20841;0.001258938;-6.20E-13;-2.77E-266;-3.55E-24;-1.25E-14;-6.32E-13
465.16333;-2.16E-04;-4.93E-13;-8.78E-269;-1.79E-24;-6.65E-15;-4.99E-13
466.11824;-5.27E-04;-3.91E-13;-2.71E-271;-9.01E-25;-3.53E-15;-3.95E-13
467.07316;-9.39E-04;-3.10E-13;-8.12E-274;-4.51E-25;-1.86E-15;-3.12E-13
468.02807;-0.001828421;-2.46E-13;-2.37E-276;-2.25E-25;-9.74E-16;-2.47E-13
468.98299;-0.001990914;-1.94E-13;-6.74E-279;-1.12E-25;-5.07E-16;-1.95E-13
469.9379;-0.001832977;-1.54E-13;-1.86E-281;-5.51E-26;-2.62E-16;-1.54E-13
470.89282;-0.001564181;-1.21E-13;-5.02E-284;-2.71E-26;-1.34E-16;-1.21E-13
471.84773;-0.001047849;-9.57E-14;-1.31E-286;-1.33E-26;-6.84E-17;-9.58E-14
472.80265;-4.25E-04;-7.54E-14;-3.35E-289;-6.47E-27;-3.46E-17;-7.55E-14
473.75756;-0.001046331;-5.94E-14;-8.32E-292;-3.14E-27;-1.74E-17;-5.94E-14
474.71248;-9.42E-04;-4.67E-14;-2.01E-294;-1.52E-27;-8.69E-18;-4.67E-14
475.66739;6.74E-04;-3.67E-14;-4.73E-297;-7.29E-28;-4.31E-18;-3.67E-14
476.62231;-1.05E-04;-2.88E-14;-1.08E-299;-3.49E-28;-2.12E-18;-2.88E-14
477.57722;-8.84E-04;-2.26E-14;-2.41E-302;-1.66E-28;-1.04E-18;-2.26E-14
478.53214;-8.85E-04;-1.77E-14;-5.23E-305;-7.90E-29;-5.05E-19;-1.77E-14
479.48705;-0.002361457;-1.38E-14;-1.10E-307;-3.73E-29;-2.44E-19;-1.38E-14
480.44197;-0.002191372;-1.08E-14;-2.2644313678274E-310;-1.75E-29;-1.17E-19;-1.08E-14
481.39688;-0.001094927;-8.45E-15;-4.5266072929E-313;-8.22E-30;-5.57E-20;-8.45E-15
482.3518;-0.001846644;-6.60E-15;-8.80648877E-316;-3.83E-30;-2.63E-20;-6.60E-15
483.30671;-0.00146547;-5.14E-15;-1.667654E-318;-1.78E-30;-1.24E-20;-5.14E-15
484.26163;-0.001779825;-4.00E-15;-3.073E-321;-8.21E-31;-5.78E-21;-4.00E-15
485.21654;-0.001832977;-3.11E-15;-4.9E-324;-3.78E-31;-2.68E-21;-3.11E-15
486.17146;-5.76E-04;-2.42E-15;0;-1.73E-31;-1.23E-21;-2.42E-15
487.12637;-8.52E-04;-1.88E-15;0;-7.89E-32;-5.64E-22;-1.88E-15
488.08129;6.29E-04;-1.46E-15;0;-3.58E-32;-2.56E-22;-1.46E-15
489.0362;0.001009884;-1.13E-15;0;-1.62E-32;-1.16E-22;-1.13E-15
489.99112;-0.001093408;-8.73E-16;0;-7.28E-33;-5.18E-23;-8.73E-16
490.94603;-0.001691745;-6.75E-16;0;-3.26E-33;-2.31E-23;-6.75E-16
491.90095;-0.001995469;-5.21E-16;0;-1.45E-33;-1.02E-23;-5.21E-16
492.85586;-0.001242233;-4.02E-16;0;-6.45E-34;-4.48E-24;-4.02E-16
493.81078;-9.16E-04;-3.10E-16;0;-2.85E-34;-1.95E-24;-3.10E-16
494.76569;-9.49E-04;-2.39E-16;0;-1.25E-34;-8.46E-25;-2.39E-16
495.72061;7.74E-05;-1.84E-16;0;-5.49E-35;-3.64E-25;-1.84E-16
496.67552;-9.54E-04;-1.41E-16;0;-2.39E-35;-1.56E-25;-1.41E-16
497.63044;-0.001208823;-1.08E-16;0;-1.04E-35;-6.61E-26;-1.08E-16
498.58535;-2.48E-04;-8.30E-17;0;-4.49E-36;-2.79E-26;-8.30E-17
499.54027;0;-6.36E-17;0;-1.93E-36;-1.17E-26;-6.36E-17
500.49518;0;-4.87E-17;0;-8.28E-37;-4.85E-27;-4.87E-17
